Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Keluaran_Game
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43.0,46.0,4.5,84.0,M,Game Baru
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70.0,22.0,7.8,241.0,M,Game Baru
Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09,69.0,44.0,8.7,22.0,T,Game Lawas
Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09,79.0,25.0,8.2,16.0,M,Game Lawas
Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,45.0,6.0,5.8,8.0,T,Game Baru
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.04,0.03,0.0,0.02,0.09,57.0,27.0,5.8,19.0,E10+,Game Baru
Tom Clancys EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69.0,11.0,5.8,4.0,T,Game Baru
JASF: Janes Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0.0,0.01,0.09,45.0,5.0,4.5,8.0,T,Game Baru
Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0.0,0.0,0.09,85.0,37.0,8.7,19.0,E,Game Lawas
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,58.0,15.0,7.3,12.0,T,Game Lawas
Locks Quest,DS,2008,Strategy,THQ,0.08,0.0,0.0,0.01,0.09,80.0,32.0,8.7,27.0,E,Game Baru
Rugby 2005,PS2,2005,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09,71.0,15.0,8.6,19.0,E,Game Lawas
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09,46.0,8.0,7.0,5.0,T,Game Baru
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,44.0,30.0,4.6,34.0,T,Game Baru
Space Invaders Extreme,PSP,2008,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09,84.0,29.0,6.8,13.0,E,Game Baru
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09,37.0,39.0,3.8,33.0,M,Game Baru
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,69.0,15.0,7.6,8.0,E10+,Game Baru
Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,43.0,9.0,5.7,7.0,E10+,Game Lawas
Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,67.0,13.0,8.5,26.0,T,Game Lawas
The Golf Clu,PS4,2014,Sports,Unknown,0.06,0.02,0.0,0.02,0.09,66.0,11.0,6.3,67.0,E,Game Baru
GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.05,0.0,0.01,0.09,75.0,15.0,6.0,56.0,E,Game Baru
Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,0.09,46.0,17.0,7.3,7.0,T,Game Baru
Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,67.0,25.0,8.3,17.0,T,Game Lawas
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.04,0.03,0.0,0.01,0.09,90.0,18.0,7.6,317.0,E,Game Baru
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,Metro 3D,0.04,0.03,0.0,0.01,0.09,53.0,9.0,5.6,5.0,T,Game Lawas
Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09,36.0,36.0,2.8,40.0,M,Game Baru
Super Puzzle Fighter II,GBA,2003,Puzzle,Capcom,0.06,0.02,0.0,0.0,0.09,83.0,22.0,9.5,4.0,E,Game Lawas
Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.02,0.0,0.01,0.09,73.0,11.0,7.5,12.0,E10+,Game Baru
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09,56.0,24.0,5.7,19.0,E10+,Game Baru
Transworld Snowboarding,X,2002,Sports,Atari,0.07,0.02,0.0,0.0,0.09,74.0,14.0,9.2,14.0,T,Game Lawas
World Soccer Winning Eleven 8 International,X,2004,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09,90.0,25.0,8.4,11.0,E,Game Lawas
Sniper Elite,X,2005,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,77.0,25.0,8.5,11.0,M,Game Lawas
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.06,0.02,0.0,0.01,0.09,87.0,17.0,8.0,45.0,T,Game Baru
Blazblue: Continuum Shift Extend,PS3,2011,Fighting,PQube,0.0,0.0,0.09,0.0,0.09,73.0,6.0,7.5,27.0,T,Game Baru
Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,0.09,67.0,11.0,5.3,4.0,E,Game Baru
Test Drive: Eve of Destruction,X,2004,Racing,Atari,0.07,0.02,0.0,0.0,0.09,72.0,28.0,8.7,7.0,T,Game Lawas
Crimson Sea,X,2002,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,78.0,19.0,8.2,10.0,T,Game Lawas
Red Bull BC One,DS,2008,Misc,Playlogic Game Factory,0.08,0.0,0.0,0.01,0.09,48.0,15.0,5.3,8.0,E,Game Baru
The Weakest Link,PS,2001,Misc,Activision,0.05,0.03,0.0,0.01,0.09,63.0,7.0,7.2,6.0,E,Game Lawas
Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.09,63.0,24.0,6.3,6.0,T,Game Lawas
Ikaruga,GC,2003,Shooter,Atari,0.07,0.02,0.0,0.0,0.09,85.0,52.0,8.5,43.0,E,Game Lawas
The Suffering: Ties That Bind,X,2005,Action,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,36.0,9.1,8.0,M,Game Lawas
Nobunagas Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,76.0,8.0,8.1,8.0,E10+,Game Lawas
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,7.0,6.4,5.0,T,Game Baru
Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.06,0.0,0.02,0.01,0.09,75.0,10.0,7.7,7.0,T,Game Baru
Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.03,0.05,0.0,0.01,0.09,82.0,27.0,8.1,88.0,E,Game Baru
Digimon World 4,GC,2005,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,55.0,4.0,8.1,19.0,E,Game Lawas
Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09,59.0,16.0,7.5,19.0,T,Game Lawas
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,68.0,11.0,7.6,10.0,E10+,Game Lawas
Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,0.09,65.0,49.0,5.7,825.0,M,Game Baru
The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09,45.0,12.0,1.4,5.0,E10+,Game Lawas
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.01,0.02,0.02,0.09,72.0,28.0,8.3,35.0,T,Game Baru
Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,71.0,22.0,6.6,8.0,T,Game Baru
Karaoke Revolution,X,2004,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09,80.0,13.0,8.5,4.0,E,Game Lawas
Fire Pro Wrestling Returns,PS2,2005,Sports,505 Games,0.04,0.03,0.0,0.01,0.09,78.0,12.0,8.5,17.0,T,Game Lawas
Obscure: The Aftermath,PSP,2009,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,0.09,66.0,25.0,8.2,20.0,M,Game Baru
Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,0.08,0.0,0.0,0.01,0.09,82.0,46.0,8.0,38.0,E,Game Baru
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.07,0.01,0.0,0.01,0.09,85.0,15.0,7.4,35.0,T,Game Baru
Jimmy Neutron: Boy Genius,GC,2002,Platform,THQ,0.07,0.02,0.0,0.0,0.09,42.0,4.0,5.1,7.0,E,Game Lawas
Rollcage Stage II,PS,2000,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09,85.0,7.0,8.9,16.0,E,Game Lawas
Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,50.0,11.0,8.0,9.0,T,Game Baru
Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0.0,0.01,0.09,62.0,9.0,5.2,6.0,T,Game Baru
Jumper: Griffins Story,Wii,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,28.0,5.0,2.5,11.0,T,Game Baru
Forgotten Realms: Demon Stone,X,2004,Action,Atari,0.06,0.02,0.0,0.0,0.09,72.0,17.0,6.5,6.0,T,Game Lawas
Rock Band 3,DS,2010,Misc,MTV Games,0.07,0.01,0.0,0.01,0.09,79.0,8.0,5.5,6.0,E10+,Game Baru
BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,0.06,0.02,0.0,0.01,0.09,84.0,19.0,8.7,18.0,E,Game Baru
LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,0.06,0.02,0.0,0.0,0.09,55.0,5.0,7.0,6.0,E,Game Lawas
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.04,0.04,0.0,0.01,0.09,60.0,10.0,5.8,12.0,T,Game Baru
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,4.0,3.1,30.0,E,Game Baru
Tim Burtons The Nightmare Before Christmas: Oogies Revenge,X,2005,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09,65.0,19.0,7.3,6.0,E10+,Game Lawas
Top Gear Rally,GBA,2003,Racing,Kemco,0.06,0.02,0.0,0.0,0.09,78.0,12.0,7.6,5.0,E,Game Lawas
Red Faction: Armageddon,PC,2011,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,75.0,29.0,6.7,276.0,M,Game Baru
XIII,GC,2003,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,73.0,27.0,7.7,21.0,M,Game Lawas
Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,56.0,7.0,8.2,5.0,T,Game Baru
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.09,70.0,14.0,7.5,6.0,T,Game Lawas
ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09,30.0,21.0,5.9,33.0,M,Game Baru
F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09,66.0,43.0,7.1,16.0,M,Game Baru
Assassins Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0.0,0.01,0.09,74.0,25.0,7.5,374.0,M,Game Baru
Age of Mythology,PC,2002,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09,89.0,31.0,8.9,491.0,T,Game Lawas
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,0.07,0.0,0.01,0.09,74.0,40.0,6.7,130.0,T,Game Baru
Killer7,PS2,2005,Action,Capcom,0.04,0.03,0.0,0.01,0.09,70.0,39.0,8.1,36.0,M,Game Lawas
The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.09,75.0,10.0,7.7,19.0,T,Game Baru
Astro Boy,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.09,54.0,29.0,6.9,7.0,E,Game Lawas
Puss in Boots,PS3,2011,Action,THQ,0.07,0.01,0.0,0.01,0.09,70.0,4.0,7.0,4.0,E10+,Game Baru
Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.09,62.0,12.0,6.5,11.0,E,Game Baru
Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0.0,0.0,0.09,69.0,10.0,9.0,4.0,E,Game Lawas
MetropolisMania,PS2,2001,Strategy,Natsume,0.04,0.03,0.0,0.01,0.09,63.0,5.0,7.1,16.0,T,Game Lawas
NCAA Football 08,X,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,4.0,8.1,8.0,E,Game Baru
Ephemeral Fantasia,PS2,2000,Role-Playing,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,48.0,16.0,6.3,39.0,T,Game Lawas
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.04,0.0,0.04,0.01,0.08,78.0,33.0,8.1,63.0,T,Game Baru
1 vs. 100,DS,2008,Misc,DSI Games,0.08,0.0,0.0,0.01,0.08,38.0,5.0,3.2,5.0,E,Game Baru
God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,18.0,7.4,48.0,T,Game Baru
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.03,0.0,0.05,0.01,0.08,71.0,21.0,6.3,35.0,T,Game Baru
Counter-Strike: Source,PC,2004,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.08,88.0,9.0,8.9,9857.0,M,Game Lawas
Gray Matter,PC,2011,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.08,72.0,27.0,7.7,80.0,T,Game Baru
Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.08,79.0,45.0,8.4,241.0,T,Game Lawas
Americas Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0.0,0.0,0.01,0.08,43.0,11.0,6.7,55.0,T,Game Baru
Song of the Deep,XOne,2016,Action,Insomniac Games,0.08,0.0,0.0,0.01,0.08,66.0,12.0,7.0,21.0,E,Game Baru
NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0.0,0.0,0.01,0.08,76.0,4.0,4.5,15.0,E,Game Baru
Sega GT Online,X,2003,Racing,Sega,0.06,0.02,0.0,0.0,0.08,72.0,32.0,9.2,5.0,T,Game Lawas
Knights in the Nightmare,DS,2008,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.08,76.0,25.0,8.6,23.0,T,Game Baru
Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,Electronic Arts,0.08,0.0,0.0,0.01,0.08,34.0,6.0,6.5,16.0,E10+,Game Lawas
Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.03,0.0,0.01,0.08,51.0,9.0,5.0,6.0,T,Game Baru
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,46.0,6.0,7.3,6.0,T,Game Baru
Nano Assault,3DS,2011,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,75.0,8.0,7.7,18.0,E10+,Game Baru
Onimusha Tactics,GBA,2003,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08,64.0,21.0,8.7,7.0,T,Game Lawas
Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08,70.0,21.0,7.9,10.0,E,Game Lawas
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0,E10+,Game Baru
TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82.0,26.0,7.2,15.0,E10+,Game Lawas
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31.0,6.0,5.0,11.0,T,Game Baru
Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.07,0.01,0.0,0.01,0.08,56.0,23.0,6.3,19.0,T,Game Baru
Disney's Donald Duck: Goin Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.08,73.0,10.0,7.3,7.0,E,Game Lawas
Ultimate Brain Games,GBA,2003,Misc,Telegames,0.06,0.02,0.0,0.0,0.08,80.0,9.0,8.3,7.0,E,Game Lawas
Exit,PSP,2005,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.7,13.0,E,Game Lawas
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.08,60.0,28.0,7.8,5.0,T,Game Baru
Aliens versus Predator: Extinction,X,2003,Strategy,Electronic Arts,0.06,0.02,0.0,0.0,0.08,64.0,19.0,7.7,21.0,T,Game Lawas
RTX Red Rock,PS2,2003,Shooter,LucasArts,0.04,0.03,0.0,0.01,0.08,49.0,23.0,5.0,4.0,T,Game Lawas
FIFA Street 2,X,2006,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,30.0,7.1,9.0,E,Game Lawas
Smart Bom,PSP,2005,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08,45.0,19.0,5.4,5.0,E10+,Game Lawas
Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.0,0.08,0.0,0.0,0.08,89.0,56.0,8.6,1874.0,M,Game Baru
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,77.0,20.0,8.8,15.0,T,Game Lawas
Shining Soul II,GBA,2003,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,74.0,18.0,8.3,9.0,E,Game Lawas
Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08,64.0,14.0,6.8,6.0,E,Game Lawas
Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,79.0,32.0,8.3,14.0,T,Game Lawas
Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,57.0,10.0,7.8,4.0,E,Game Lawas
Blazing Angels: Squadrons of WWII,X,2006,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,69.0,19.0,6.8,4.0,T,Game Lawas
NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,78.0,51.0,7.9,166.0,E10+,Game Lawas
Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,71.0,4.0,7.8,5.0,T,Game Baru
Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.08,48.0,6.0,7.1,7.0,T,Game Baru
Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0.0,0.01,0.08,69.0,15.0,8.1,11.0,E,Game Lawas
Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08,80.0,8.0,6.9,184.0,E,Game Baru
Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,47.0,23.0,7.5,6.0,E10+,Game Baru
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.07,0.0,0.0,0.02,0.08,66.0,8.0,4.1,19.0,E,Game Baru
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,Ghostlight,0.04,0.03,0.0,0.01,0.08,82.0,38.0,7.9,38.0,M,Game Lawas
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,E10+,Game Baru
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.8,78.0,M,Game Baru
Grand Prix Challenge,PS2,2002,Racing,Atari,0.04,0.03,0.0,0.01,0.08,76.0,9.0,9.1,10.0,E,Game Lawas
Knights Contract,PS3,2011,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,51.0,37.0,6.0,8.0,M,Game Baru
FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.8,5.0,E,Game Lawas
ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,35.0,18.0,4.8,27.0,M,Game Baru
NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,18.0,9.3,7.0,E10+,Game Lawas
State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08,44.0,36.0,5.8,15.0,M,Game Lawas
Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78.0,46.0,8.9,59.0,M,Game Lawas
Seven Samurai 20XX,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.08,52.0,31.0,7.0,6.0,T,Game Lawas
Battlefield 2,PC,2005,Shooter,Electronic Arts,0.0,0.07,0.0,0.01,0.08,91.0,55.0,8.4,842.0,T,Game Lawas
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,62.0,12.0,8.0,6.0,E10+,Game Baru
Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08,20.0,6.0,1.7,52.0,E,Game Baru
Tom Clancys Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,25.0,8.0,11.0,T,Game Lawas
Swingerz Golf,GC,2002,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,72.0,11.0,9.3,4.0,E,Game Lawas
Supremacy MMA,X360,2011,Fighting,505 Games,0.05,0.02,0.0,0.01,0.08,49.0,17.0,6.2,11.0,M,Game Baru
Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.07,0.0,0.0,0.01,0.08,73.0,17.0,4.2,5.0,E,Game Baru
Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64.0,18.0,7.4,31.0,T,Game Baru
The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,66.0,23.0,8.6,17.0,T,Game Lawas
Nobunagas Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,70.0,7.0,8.8,6.0,T,Game Lawas
FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,86.0,12.0,7.8,10.0,E,Game Lawas
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.04,0.0,0.03,0.01,0.08,83.0,31.0,8.3,119.0,M,Game Baru
Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,5.0,5.9,16.0,E,Game Baru
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.07,0.01,0.0,0.01,0.08,56.0,7.0,7.8,4.0,E,Game Baru
The Italian Jo,X,2003,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,54.0,22.0,5.8,5.0,T,Game Lawas
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.08,0.0,0.0,0.08,91.0,13.0,7.7,1988.0,M,Game Baru
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.0,0.05,0.02,0.01,0.08,64.0,10.0,7.1,12.0,T,Game Baru
Smugglers Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,79.0,23.0,6.9,11.0,T,Game Lawas
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,69.0,13.0,3.0,13.0,E,Game Baru
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0.0,0.01,0.08,51.0,6.0,3.1,7.0,E10+,Game Baru
Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0.0,0.01,0.08,79.0,16.0,8.6,10.0,T,Game Lawas
The Legend of Alon Dar,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08,43.0,14.0,6.7,10.0,T,Game Lawas
Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08,63.0,5.0,8.2,6.0,T,Game Lawas
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,73.0,22.0,9.0,23.0,T,Game Baru
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,52.0,24.0,5.7,325.0,M,Game Baru
Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08,46.0,33.0,5.2,12.0,M,Game Baru
Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0.0,0.01,0.08,40.0,25.0,3.5,51.0,M,Game Baru
Samurai Western,PS2,2004,Action,505 Games,0.04,0.03,0.0,0.01,0.08,58.0,34.0,7.6,5.0,M,Game Lawas
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,40.0,15.0,6.8,13.0,E10+,Game Baru
Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.07,0.0,0.0,0.01,0.08,59.0,23.0,5.6,5.0,E,Game Baru
Harry Potter and the Sorcerers Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0.0,0.0,0.08,62.0,11.0,8.3,6.0,E,Game Lawas
High Heat Major League Baseball 2004,X,2003,Sports,3DO,0.06,0.02,0.0,0.0,0.08,83.0,14.0,8.4,8.0,E,Game Lawas
TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,32.0,9.1,41.0,M,Game Lawas
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0.0,0.06,0.0,0.02,0.08,80.0,52.0,7.8,237.0,M,Game Baru
Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0.0,0.01,0.08,80.0,11.0,7.5,11.0,T,Game Lawas
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08,80.0,10.0,9.1,10.0,T,Game Lawas
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08,66.0,9.0,7.8,5.0,E10+,Game Lawas
Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0.0,0.01,0.08,49.0,41.0,5.6,16.0,M,Game Baru
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08,39.0,4.0,5.8,4.0,T,Game Lawas
